순위,관광지명,광역시/도,시/군/구,중분류 카테고리,소분류 카테고리,검색건수,trip_no
1,수서역,서울특별시,강남구,기타관광,교통시설,"1,783,116",1
2,코엑스,서울특별시,강남구,문화관광,전시시설,"1,421,592",1
3,현대백화점무역센터점,서울특별시,강남구,쇼핑,백화점,"753,089",1
4,현대백화점압구정본점,서울특별시,강남구,쇼핑,백화점,"669,634",1
5,롯데백화점강남점,서울특별시,강남구,쇼핑,백화점,"315,523",1
6,갤러리아백화점명품관EAST,서울특별시,강남구,쇼핑,백화점,"270,511",1
7,갤러리아백화점명품관WEST,서울특별시,강남구,쇼핑,백화점,"216,784",1
8,SETEC,서울특별시,강남구,문화관광,전시시설,"215,515",1
9,봉은사,서울특별시,강남구,역사관광,종교성지,"179,563",1
10,코엑스아쿠아리움,서울특별시,강남구,문화관광,테마공원,"148,142",1
1,경복궁,서울특별시,종로구,역사관광,역사유적지,"295,560",2
2,동대문종합시장,서울특별시,종로구,쇼핑,시장,"270,532",2
3,팔각정북악스카이,서울특별시,종로구,문화관광,랜드마크관광,"217,503",2
4,광장시장,서울특별시,종로구,쇼핑,시장,"217,074",2
5,국립현대미술관서울관,서울특별시,종로구,문화관광,전시시설,"188,086",2
6,북악스카이웨이,서울특별시,종로구,기타관광,데이트코스,"153,977",2
7,광화문,서울특별시,종로구,역사관광,역사유적지,"106,901",2
8,조계사,서울특별시,종로구,역사관광,종교성지,"106,735",2
9,서울역사박물관,서울특별시,종로구,문화관광,전시시설,"78,018",2
10,낙산공원,서울특별시,종로구,문화관광,도시공원,"72,754",2
1,서울월드컵경기장,서울특별시,마포구,문화관광,레저스포츠시설,"336,808",3
2,망원한강공원,서울특별시,마포구,문화관광,도시공원,"228,377",3
3,망원시장,서울특별시,마포구,쇼핑,시장,"225,529",3
4,마포농수산물시장,서울특별시,마포구,쇼핑,시장,"159,368",3
5,하늘공원,서울특별시,마포구,문화관광,도시공원,"123,131",3
6,평화의공원,서울특별시,마포구,문화관광,도시공원,"110,864",3
7,난지한강공원,서울특별시,마포구,문화관광,도시공원,"110,651",3
8,KT&G상상마당홍대,서울특별시,마포구,문화관광,기타문화관광지,"88,472",3
9,AK플라자홍대,서울특별시,마포구,쇼핑,백화점,"79,136",3
10,메가박스상암월드컵경기장,서울특별시,마포구,문화관광,공연시설,"61,274",3
1,가락동농수산물도매시장,서울특별시,송파구,쇼핑,시장,"1,336,346",4
2,롯데월드몰,서울특별시,송파구,쇼핑,쇼핑몰,"929,691",4
3,롯데월드잠실점,서울특별시,송파구,문화관광,테마공원,"696,570",4
4,롯데백화점잠실점,서울특별시,송파구,쇼핑,백화점,"638,866",4
5,가든파이브라이프,서울특별시,송파구,쇼핑,쇼핑몰,"568,741",4
6,올림픽공원,서울특별시,송파구,문화관광,도시공원,"437,885",4
7,잠실야구장,서울특별시,송파구,문화관광,레저스포츠시설,"246,282",4
8,현대아울렛가든파이브점,서울특별시,송파구,쇼핑,쇼핑몰,"245,923",4
9,가든파이브툴,서울특별시,송파구,쇼핑,쇼핑몰,"216,174",4
10,롯데백화점에비뉴엘월드타워점,서울특별시,송파구,쇼핑,백화점,"182,560",4
1,롯데백화점본점,서울특별시,중구,쇼핑,백화점,"786,566",5
2,신세계백화점본점,서울특별시,중구,쇼핑,백화점,"596,455",5
3,신세계백화점본점신관,서울특별시,중구,쇼핑,백화점,"404,908",5
4,현대시티아울렛동대문점,서울특별시,중구,쇼핑,쇼핑몰,"393,094",5
5,두산타워,서울특별시,중구,쇼핑,쇼핑몰,"189,443",5
6,국립극장,서울특별시,중구,문화관광,공연시설,"176,184",5
7,밀리오레동대문점,서울특별시,중구,쇼핑,쇼핑몰,"155,401",5
8,방산종합시장,서울특별시,중구,쇼핑,시장,"116,696",5
9,충무아트센터,서울특별시,중구,문화관광,공연시설,"115,106",5
10,제일평화시장,서울특별시,중구,쇼핑,시장,"93,610",5
1,더현대서울,서울특별시,영등포구,쇼핑,백화점,"1,915,051",6
2,타임스퀘어,서울특별시,영등포구,쇼핑,쇼핑몰,"1,297,458",6
3,IFC몰,서울특별시,영등포구,쇼핑,쇼핑몰,"834,064",6
4,여의도한강공원,서울특별시,영등포구,문화관광,도시공원,"739,829",6
5,롯데백화점영등포점,서울특별시,영등포구,쇼핑,백화점,"347,513",6
6,신세계백화점타임스퀘어점,서울특별시,영등포구,쇼핑,백화점,"305,942",6
7,구여의도백화점,서울특별시,영등포구,쇼핑,쇼핑몰,"103,251",6
8,영등포역,서울특별시,영등포구,기타관광,교통시설,"97,625",6
9,CGV영등포,서울특별시,영등포구,문화관광,공연시설,"68,898",6
10,양화한강공원,서울특별시,영등포구,문화관광,도시공원,"68,444",6
1,서울역,서울특별시,용산구,기타관광,교통시설,"1,862,210",7
2,HDC아이파크몰용산점,서울특별시,용산구,쇼핑,백화점,"971,172",7
3,용산역,서울특별시,용산구,기타관광,교통시설,"812,634",7
4,국립중앙박물관,서울특별시,용산구,문화관광,전시시설,"471,810",7
5,CGV용산아이파크몰,서울특별시,용산구,문화관광,공연시설,"382,946",7
6,남산서울타워,서울특별시,용산구,문화관광,랜드마크관광,"301,896",7
7,전쟁기념관,서울특별시,용산구,문화관광,전시시설,"207,292",7
8,블루스퀘어,서울특별시,용산구,문화관광,공연시설,"156,042",7
9,노들섬,서울특별시,용산구,자연관광,자연경관(하천/해양),"116,498",7
10,리움미술관M1,서울특별시,용산구,문화관광,전시시설,"92,860",7
1,신세계백화점강남점,서울특별시,서초구,쇼핑,백화점,"1,374,552",8
2,서울고속버스터미널경부영동선,서울특별시,서초구,기타관광,교통시설,"1,006,772",8
3,예술의전당,서울특별시,서초구,문화관광,공연시설,"605,593",8
4,신세계센트럴시티터미널호남선,서울특별시,서초구,기타관광,교통시설,"430,573",8
5,서울남부터미널,서울특별시,서초구,기타관광,교통시설,"347,821",8
6,반포한강공원,서울특별시,서초구,문화관광,도시공원,"341,655",8
7,헌릉과인릉,서울특별시,서초구,역사관광,역사유적지,"302,863",8
8,뉴코아아울렛강남점,서울특별시,서초구,쇼핑,대형마트,"217,193",8
9,세빛섬,서울특별시,서초구,자연관광,자연경관(하천/해양),"104,775",8
10,잠원한강공원,서울특별시,서초구,문화관광,도시공원,"99,487",8
1,김포국제공항국내선,서울특별시,강서구,기타관광,교통시설,"3,671,283",9
2,롯데몰김포공항점,서울특별시,강서구,쇼핑,쇼핑몰,"1,027,444",9
3,김포국제공항국제선,서울특별시,강서구,기타관광,교통시설,"563,685",9
4,강서농산물도매시장,서울특별시,강서구,쇼핑,시장,"383,023",9
5,NC백화점강서점,서울특별시,강서구,쇼핑,백화점,"379,823",9
6,김포국제공항,서울특별시,강서구,기타관광,교통시설,"304,719",9
7,서울식물원,서울특별시,강서구,문화관광,테마공원,"287,507",9
8,수협강서수산시장,서울특별시,강서구,쇼핑,시장,"147,311",9
9,롯데백화점김포공항점,서울특별시,강서구,쇼핑,백화점,"123,886",9
10,인서울27골프클럽,서울특별시,강서구,레저스포츠,육상레저스포츠,"115,684",9
1,롯데백화점노원점,서울특별시,노원구,쇼핑,백화점,"51,325",10
2,2001아울렛중계점,서울특별시,노원구,쇼핑,대형마트,"46,749",10
3,건영백화점,서울특별시,노원구,쇼핑,백화점,"42,938",10
4,세이브존노원점,서울특별시,노원구,쇼핑,대형마트,"37,828",10
5,태릉CC,서울특별시,노원구,레저스포츠,육상레저스포츠,"34,652",10
6,태릉국제스케이트장,서울특별시,노원구,레저스포츠,육상레저스포츠,"27,001",10
7,화랑대철도공원,서울특별시,노원구,문화관광,도시공원,"21,203",10
8,마들스포츠타운,서울특별시,노원구,문화관광,레저스포츠시설,"19,031",10
9,광운대학교아이스링크,서울특별시,노원구,레저스포츠,육상레저스포츠,"17,074",10
10,불암산스포츠타운,서울특별시,노원구,문화관광,도시공원,"16,006",10
1,롯데백화점미아점,서울특별시,강북구,쇼핑,백화점,"210,837",11
2,북서울꿈의숲,서울특별시,강북구,문화관광,도시공원,"149,660",11
3,4.19기념탑,서울특별시,강북구,역사관광,역사유물,"97,332",11
4,도선사,서울특별시,강북구,역사관광,종교성지,"85,972",11
5,수유시장,서울특별시,강북구,쇼핑,시장,"80,712",11
6,화계사,서울특별시,강북구,역사관광,종교성지,"48,904",11
7,롯데시네마수유,서울특별시,강북구,문화관광,공연시설,"32,469",11
8,CGV수유,서울특별시,강북구,문화관광,공연시설,"31,558",11
9,솔밭공원,서울특별시,강북구,문화관광,도시공원,"26,382",11
10,우이동유원지,서울특별시,강북구,문화관광,복합관광시설,"21,070",11
1,신세계백화점센텀시티점,부산광역시,해운대구,쇼핑,백화점,"1,223,870",12
2,송정해수욕장,부산광역시,해운대구,자연관광,자연경관(하천/해양),"430,691",12
3,해운대해수욕장,부산광역시,해운대구,자연관광,자연경관(하천/해양),"406,405",12
4,벡스코제1전시장,부산광역시,해운대구,문화관광,전시시설,"388,089",12
5,반여농산물도매시장,부산광역시,해운대구,쇼핑,시장,"245,343",12
6,신세계센텀시티몰,부산광역시,해운대구,쇼핑,백화점,"204,076",12
7,롯데백화점센텀시티점,부산광역시,해운대구,쇼핑,백화점,"171,178",12
8,벡스코제2전시장,부산광역시,해운대구,문화관광,전시시설,"130,869",12
9,해운대블루라인파크미포정거장,부산광역시,해운대구,기타관광,기타관광,"115,191",12
10,부산요트경기장,부산광역시,해운대구,레저스포츠,수상레저스포츠,"110,110",12
1,롯데백화점광복점,부산광역시,중구,쇼핑,백화점,"436,050",13
2,자갈치시장,부산광역시,중구,쇼핑,시장,"235,762",13
3,국제시장,부산광역시,중구,쇼핑,시장,"212,027",13
4,부평깡통시장,부산광역시,중구,쇼핑,시장,"104,120",13
5,부산민주공원,부산광역시,중구,문화관광,도시공원,"41,838",13
6,롯데백화점광복점아쿠아몰,부산광역시,중구,쇼핑,백화점,"33,582",13
7,용두산공원,부산광역시,중구,문화관광,도시공원,"23,938",13
8,신동아시장,부산광역시,중구,쇼핑,시장,"21,349",13
9,부산항연안여객터미널,부산광역시,중구,기타관광,교통시설,"13,417",13
10,롯데시네마광복점,부산광역시,중구,문화관광,공연시설,"12,808",13
1,태종대,부산광역시,영도구,역사관광,역사유적지,"217,714",14
2,국립해양박물관,부산광역시,영도구,문화관광,전시시설,"146,245",14
3,흰여울문화마을,부산광역시,영도구,기타관광,기타관광,"62,884",14
4,피아크,부산광역시,영도구,문화관광,기타문화관광지,"37,127",14
5,남항시장,부산광역시,영도구,쇼핑,시장,"34,350",14
6,아르떼뮤지엄부산,부산광역시,영도구,문화관광,전시시설,"31,941",14
7,태종대전망대,부산광역시,영도구,문화관광,랜드마크관광,"26,949",14
8,태종대온천,부산광역시,영도구,체험관광,웰니스관광,"25,066",14
9,태종대자갈마당,부산광역시,영도구,기타관광,기타관광,"11,955",14
10,영도조내기고구마역사기념관,부산광역시,영도구,문화관광,전시시설,"8,640",14
1,롯데백화점동래점,부산광역시,동래구,쇼핑,백화점,"248,783",15
2,메가마트동래점,부산광역시,동래구,쇼핑,대형마트,"176,204",15
3,사직야구장,부산광역시,동래구,문화관광,레저스포츠시설,"171,665",15
